"Facility ID","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
010157,"Screening for metabolic disorders (SMD)",93,208,,"Alcohol use brief intervention provided or offered",27,37,,17,30,,"Alcohol and other drug use disorder treatment provided or offered at discharge",31,49,,12,49,,"Tobacco use treatment provided or offered at discharge",9,69,,0,69,,"Transition record with specified elements received by discharged patients (TR1)",1,351,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",136,17.5,12.9,23.8,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",93,165,,10/01/2023,03/31/2024
010164,"Screening for metabolic disorders (SMD)",100,312,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge",100,21,,100,21,,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",100,321,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",113,18.5,13.8,25.1,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",99,141,,10/01/2023,03/31/2024
010175,"Screening for metabolic disorders (SMD)",86,107,,"Alcohol use brief intervention provided or offered",9,69,,38,16,,"Alcohol and other drug use disorder treatment provided or offered at discharge",36,28,,29,28,,"Tobacco use treatment provided or offered at discharge",46,41,,2,41,,"Transition record with specified elements received by discharged patients (TR1)",0,182,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",28,20.1,13.9,28.1,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",68,103,,10/01/2023,03/31/2024
014000,"Screening for metabolic disorders (SMD)",93,367,,"Alcohol use brief intervention provided or offered",76,38,,84,32,,"Alcohol and other drug use disorder treatment provided or offered at discharge",58,128,,45,128,,"Tobacco use treatment provided or offered at discharge",31,97,,2,97,,"Transition record with specified elements received by discharged patients (TR1)",67,571,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",55,249,,10/01/2023,03/31/2024
014006,"Screening for metabolic disorders (SMD)",29,94,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Transition record with specified elements received by discharged patients (TR1)",0,273,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",44,112,,10/01/2023,03/31/2024
014007,"Screening for metabolic disorders (SMD)",100,37,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Transition record with specified elements received by discharged patients (TR1)",91,55,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",1,10/01/2023,03/31/2024
014012,"Screening for metabolic disorders (SMD)",86,21,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",97,35,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",1,10/01/2023,03/31/2024
014014,"Screening for metabolic disorders (SMD)",13,466,,"Alcohol use brief intervention provided or offered",2,52,,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge",0,13,,0,13,,"Transition record with specified elements received by discharged patients (TR1)",98,1290,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",96,548,,10/01/2023,03/31/2024
014015,"Screening for metabolic disorders (SMD)",100,296,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Transition record with specified elements received by discharged patients (TR1)",0,697,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",90,311,,10/01/2023,03/31/2024
014016,"Screening for metabolic disorders (SMD)",95,259,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge",57,35,,40,35,,"Transition record with specified elements received by discharged patients (TR1)",95,345,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",71.1,45,,37.8,45,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",110,22.4,16.8,29.6,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",95,195,,10/01/2023,03/31/2024
014017,"Screening for metabolic disorders (SMD)",56,468,,"Alcohol use brief intervention provided or offered",21,24,,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge",0,213,,0,213,,"Transition record with specified elements received by discharged patients (TR1)",92,573,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",27.1,48,,8.3,48,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",89,17.4,12.7,23.7,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",17,269,,10/01/2023,03/31/2024
014018,"Screening for metabolic disorders (SMD)",88,232,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge",92,13,,0,13,,"Transition record with specified elements received by discharged patients (TR1)",99,377,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",67.7,62,,40.3,62,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Worse Than the National Rate",146,28.7,22.4,36.5,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",94,142,,10/01/2023,03/31/2024
020008,"Screening for metabolic disorders (SMD)",89,95,,"Alcohol use brief intervention provided or offered",86,28,,75,24,,"Alcohol and other drug use disorder treatment provided or offered at discharge",53,38,,37,38,,"Tobacco use treatment provided or offered at discharge",25,28,,0,28,,"Transition record with specified elements received by discharged patients (TR1)",0,228,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",71,20.6,15.2,27.0,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",70,144,,10/01/2023,03/31/2024
